id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference
60,0,0,0,0,0.319018,0.758221,0.689623,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738397,0,0,0,0,-0.25,-0.25,0,0,0.047904,0.19802,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.274286,0.175351,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.024502,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.219512,0,0,0,0,-0.25,-0.25,0,0,0.446847,0.154321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0.625602,0.563254,0.820286,0,0,0,-0.25,0,0,0,0.656109,0.580462,0.938518,0,0,0,0,0,0,0,0.387898,0.608247,0.865679,0,0,0,0,0,0,0,0.559284,0.177194,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.044776,0.288851,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.160494,0.450578,0.148344,0,0,0,-0.25,-0.25,-0.25,-0.25,0.141447,0.397436,0.024502,0,0,0,0,-0.25,-0.25,-0.25,0,0.263793,0.428298,0,0,0,0,0,-0.25,-0.25,0.288889,0,0,0,0.679017,0.583123,0,0,0,0,0.41519,0,0,0,0.704323,0.902518,0.878369,0,0,0,0,0,0,0,0.068246,0.722208,0.851985,0,0,-0.25,0.999717,0.999951,0.999991,0.999399,0,0,0,-0.25,0.999537,0.999988,0.999975,0.998418,0,0,0,0,0.989193,0.999316,0.999801,0.988461,0,0,0,0,0.999258,0.950931,0,0,0,0,-0.25,-0.25,0.999849,0.983607,0,0,0,-0.25,-0.25,-0.25,0.999204,0,0,0,0,0,-0.25,-0.25,0.999414,0,0.989549,0,0,0,0,0,0.999896,0.999536,0.999541,0,0,0,0,0,1,0.99999,0.999714,0,0,0,0,-0.25,1,0.999978,0.999944,0.708678,0,0,0,-0.25,1,0.999947,0.999977,0.710854,0,0,0,0,1,1,0.999626,0,0,0,0,0,0.999819,0.999453,0.978861,0,0,0,-0.25,-0.25,0.994302,0,0,0,0,-0.25,-0.25,-0.25,0.986404,0,0,0,0,0,-0.25,-0.25,0.985051,0,0.996541,0.977388,0,0,0,0,0.986651,0.999271,0.99999,0.999651,0,0,0,0,0.998775,0.999954,0.999968,0.999797,0,0,0,-0.25,32.209358
61,0,0,0,0,0.295641,0,0.829982,0.901585,0.643317,-0.25,0,0,0,0,0.584687,0,0,0,0.66482,0.747243,0,0,0,0,0,0,0,0,0,0,0.012658,0,0.457506,0.473653,0,0,0,-0.25,-0.25,-0.25,0,0.01751,0.608696,0.585564,0,0,-0.25,-0.25,-0.25,-0.25,0.146789,0,0.683831,0.74709,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.277916,0.369705,0.552824,0.69961,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.295918,0.280415,0.519481,0.882745,0,0,-0.25,-0.25,-0.25,-0.25,0,0.80647,0.760656,0.44501,0,0,0,-0.25,-0.25,-0.25,0,0.905085,0.682046,0.754858,0,0,0,0,0,0,0,0,0,0,0.953154,0.868971,0.792969,0,0,0,0,0,0,0,0.857919,0.84982,0.602961,0.524198,0,-0.25,0,0,0,0,0.311496,0,0.955001,0.27204,0,-0.25,0,0,0,0,0.343675,0.46551,0.900127,0.744599,0,0,0,0,0,0.267931,0.8256,0.444492,0,0,0,0,0,0.049724,0,0,0,0,0,-0.25,-0.25,-0.25,0.287918,0.442446,0.022039,0,0,0,-0.25,-0.25,-0.25,-0.25,0.135802,0.44836,0.547486,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.012422,0.384131,0.581818,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.27154,0.298984,0.200913,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.017751,0,0,0.031441,0,0,-0.25,-0.25,-0.25,0,0,0,0.368421,0.806124,0.22924,0,0,0,0,0,0,0,0,0.031277,0.035897,0.31769,0,0,0,0,0,0,0,0.300965,0,0.742194,0.700036,0,-0.25,0.994173,0.999991,0.999991,0.998817,0,0,0,0,0.992853,0.999964,0.999992,0.999091,0,0,0,0,0,0.998629,0.999283,0.984839,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0.998039,0.984584,0,0,0,-0.25,-0.25,-0.25,0.998377,0.945432,0,0,0,-0.25,-0.25,-0.25,0.997125,0.656362,0,0,0,0,0,-0.25,0.999951,0.997496,0.999744,0.996296,0,0,0,0,0.999982,0.999971,1,0.99958,0,0,0,0,0.99998,0.999974,1,0.999688,0,0,0,0,0.999995,0.999982,0.999996,0.999242,0,0,0,0,0.999866,0.999771,0.999863,0.996035,0,0,0,-0.25,0.98735,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.989865,0.97411,0,0,0,0,-0.25,0,0.999016,0.991475,0,0,0,0,0,0,0.9998,0.999285,0,0,0,0,0,30.620501
62,0,0.09389,0.535797,0.837761,0.813304,0.866679,0.940447,0,0,-0.25,0.221709,0.633527,0.473996,0.883997,0,0,0,0,0,0,0.593997,0.454087,0,0.854558,0,0,0,0,0,0,0.177156,0,0.487929,0.616131,0,0,0,0,-0.25,-0.25,0.385827,0.356413,0.386707,0.022584,0,0,0,-0.25,-0.25,-0.25,0.116095,0.384702,0.382716,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.515419,0.811755,0,0,0,-0.25,-0.25,-0.25,-0.25,0.280088,0.65007,0.053993,0,0,0,0,-0.25,-0.25,-0.25,0.742099,0.057785,0,0.94022,0.180564,0,0,0,-0.25,-0.25,0.671562,0.444225,0,0.596169,0.895105,0,0,0,0,0,0.156479,0.083077,0,0.806747,0.898451,0.542327,0,0,0,0,0,0,0,0.932205,0.753385,0.918449,0.925554,0,0,-0.25,0,0,0.051876,0.891199,0.353982,0.933809,0,0,0,-0.25,0,0,0,0.44,0.876564,0.111427,0,0,0,0,0,0,0.189536,0.883751,0,0,0,0,0,0,0.510779,0.338655,0.759771,0.814023,0.55651,0,0,0,-0.25,-0.25,0.181818,0.409091,0.884941,0.489476,0.782184,0,0,-0.25,-0.25,-0.25,0,0.422625,0.888352,0.123762,0,0,-0.25,-0.25,-0.25,-0.25,0,0.788321,0.836627,0.46576,0,0,-0.25,-0.25,-0.25,-0.25,0.032432,0.6,0.947647,0,0.657579,0,0,-0.25,-0.25,-0.25,0.520833,0.39517,0.483257,0.72658,0.757515,0,0,0,-0.25,-0.25,0,0,0.406091,0.898898,0.513128,0,0,0,0,0,0,0,0,0.022584,0.820434,0.597086,0,0,0,0,0,0,0,0.175234,0.538883,0.863479,0.90799,0,0,-0.25,0,0,0,0.890643,0,0,0,-0.25,0,0,0,0.851961,0,0,0,0,0,0,0.774855,0.96484,0,0,0,0,0,0.945479,0.873367,0.880842,0,0,-0.25,-0.25,0,0.978244,0.998479,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,72.190415
63,0.889535,0,0,0,0,0,0,0,0,-0.25,0.633094,0.047619,0,0,0,0,0,0,0,0,0.628499,0.28481,0,0,0,0,0,0,0,0,0.93484,0.27551,0,0,0,0,0,-0.25,-0.25,-0.25,0.961832,0.280083,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.864494,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.946768,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.878505,0.024324,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.595745,0.480583,0,0,0,0,0,-0.25,-0.25,-0.25,0.333333,0,0,0,0,0,0,0,0,0,0.448485,0,0,0,0,0,0,0,0,0,0.507553,0,0,0,0,0,0.948984,0.990248,0.981939,-0.25,0.140625,0,0,0,0,0,0,0,0.819379,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.018018,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.451613,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.532808,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.589286,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.298507,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.389937,0,0,0,0,0,0,0,0,0,0.534247,0,0,0,0,0,0,0,0,0,0.846975,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0.994947,0.974998,0,-0.25,-0.25,-0.25,0,0,0.998739,0.996267,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.318934
64,0,0,0,0,0,0.332016,0.55121,0,-0.25,-0.25,0,0,0,0,0,0.430874,0.703928,0,0,-0.25,0,0,0,0,0,0,0.274973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746306,0,0,-0.25,-0.25,0,0,0,0,0.545196,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.125984,0.68824,0,0,-0.25,-0.25,0,0,0,0,0,0.535194,0,0,0,0,0,0,0,0,0,0.271051,0,0,0,0,0,0,0,0,0,0.560427,0,0,0,-0.25,0,0,0,0,0,0.690904,0,0,-0.25,-0.25,0,0,0,0,0,0.399389,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0.706237,0.660134,0,0,0,0,0,0,0,0,0.65195,0.218803,0,0,0,0,0,0,0,0.434983,0.760509,0,0,-0.25,-0.25,0,0.515854,0.827586,0,0.669944,0,0,-0.25,-0.25,-0.25,0,0.396149,0.796887,0.821447,0.85444,0.629213,0,-0.25,-0.25,-0.25,0,0,0.602327,0.449827,0.622886,0,0,0,-0.25,-0.25,0,0,0,0,0,0.852413,0,0,0,0,0,0,0,0,0,0,0.157152,0,0,0,0,0,0,0,0,0.401845,0.487062,0,0,-0.25,0,0,0.114449,0,0,0.419647,0.383057,0,-0.25,-0.25,0,0,0.98397,0.988018,0.992554,0,0,-0.25,0,0,0.960823,0.999789,0.994628,0,0,0,0,0,0.999726,0.998271,0,0,0,0,0,0,0.998253,0.993485,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.989406,0,0,0,0,0,0,0.987628,0.999344,0,0,-0.25,0.989001,0.995125,0.849922,0.99943,0.999678,0,0,-0.25,0.999735,0.999959,0.999859,0.999964,0.999872,0,0,0,0.999878,1,0.999965,0.999986,0.999778,0,0,0,0.999878,0.999896,0.99984,0.999919,0.997916,0,0,-0.25,0.999571,0.996696,0.852327,0.891465,0,0,-0.25,-0.25,0.995613,0.884609,0.937689,0.997633,0.984783,0,0,-0.25,0,0,0.998467,0.999939,0.999739,0,0,0,0,0,0,0.998736,0.999954,0,0,0,0,0,0,0,0.99897,0.344151,0,-0.25,48.880033
65,0,0,0,0,0.638221,0,0,0,0,-0.25,0,0,0,0,0.667041,0,0,0,0,0,0,0,0,0,0.104272,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.457571,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.210728,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.023832,0.423131,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.586279,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753524,0,0,0,0,0,0,0,0,0,0.261185,0,0,0,0,-0.25,0,0,0,0,0.823604,0.749422,0,0,0,-0.25,0,0,0,0,0,0.776897,0,0,0,0,0,0,0,0,0.709935,0,0,0,0,0,0,0,0,0.023629,0.91377,0,0,0,-0.25,-0.25,0,0.138675,0.139891,0.794063,0.549311,0,-0.25,-0.25,-0.25,-0.25,0.080925,0.701493,0.713376,0.83957,0,0,-0.25,-0.25,-0.25,-0.25,0.094488,0.553819,0.672453,0.85902,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.74048,0.432932,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.230592,0.661879,0,0,0,-0.25,-0.25,0,0,0,0,0.483627,0.653175,0,0,0,0,0,0,0,0,0.843467,0.796095,0,0,0,0,0,0,0,0,0.708375,0.853792,0.21023,0,0,-0.25,0,0.998631,0.999875,0.999953,0,0,0,0,0,0.998188,0.999913,0.999974,0,0,0,0,0,0,0.999604,0.999875,0,0,0,-0.25,0,0,0.999373,0.998038,0,-0.25,-0.25,-0.25,0,0,0.994624,0.710823,0,-0.25,-0.25,-0.25,0,0,0.999819,0.998117,0,-0.25,-0.25,-0.25,0,0.997984,0.999994,0.999811,0,0,0,-0.25,0,0.999427,1,0.999909,0,0,0,0,0,0.998783,1,0.999938,0,0,0,0,0.974398,0.99971,0.999988,0.99984,0,0,0,0,0.999391,0.999962,1,0.999798,0,0,0,0,0.999103,1,0.999971,0.999725,0,0,0,-0.25,0.999683,0.999757,0.999595,0.996476,0,-0.25,-0.25,-0.25,0.999707,0.997715,0,0,0,-0.25,-0.25,-0.25,0.998296,0.983936,0.996549,0.994433,0,-0.25,-0.25,-0.25,0.997882,0.998317,0.998711,0.999562,0,0,0,-0.25,0.991014,0.999438,0.999867,0.999752,0,0,0,0,0,0.994887,0.999935,0.999859,0,0,0,0,39.753587
66,0,0,0,0,0,0.073244,0,0,0,-0.25,0,0,0,0,0,0.376923,0,0,0,0,0,0,0.068768,0.488651,0,0.074468,0,0,0,0,0,0.160142,0.194647,0.208914,0,0,0,0,-0.25,-0.25,0,0.148897,0.538519,0.399129,0,0,0,-0.25,-0.25,-0.25,0,0.180328,0.300885,0,0.065753,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0.305037,0,0,0,0,0,0,0,0,0,0.325581,0,0,0,0,0,0,0,0,0,0.108168,0.215367,0,0,-0.25,0,0,0,0,0,0,0.118445,0,0,-0.25,0,0,0.046243,0,0,0,0.153477,0,0,0,0,0,0,0,0,0.074468,0.546111,0,0.219539,0.415451,0.076923,0.348138,0,0,0.617143,0.531165,0,0,-0.25,-0.25,0.420673,0.653949,0.874626,0,0,0,0,-0.25,-0.25,-0.25,0.06993,0.454075,0.877729,0.89884,0,0,-0.25,-0.25,-0.25,-0.25,0.194842,0.052734,0.705411,0.865272,0,0,-0.25,-0.25,-0.25,-0.25,0.222222,0,0,0.081345,0,0,0,-0.25,-0.25,-0.25,0.078767,0,0,0,0.472193,0.409136,0,0,-0.25,-0.25,0.156156,0,0,0,0.093506,0.192534,0,0,0,0,0,0,0,0.191939,0,0,0,0,0,0,0,0,0.090268,0.028969,0,0.038797,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,51.701012
67,0.656716,0.313043,0.943073,0.927816,0,0,0.931563,0.923881,0.978337,-0.25,0.745455,0,0,0,0,0,0,0.777351,0.957715,0,0.302521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.881574,0.965469,0,0,-0.25,-0.25,0,0,0,0,0.454259,0.361624,0,-0.25,-0.25,-0.25,0,0,0.206262,0,0,0,-0.25,-0.25,-0.25,-0.25,0.124444,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.686695,0.970497,0.771984,0,-0.25,-0.25,0.126697,0,0,0,0.048193,0.903072,0.71155,0,0.495663,0,0.568047,0.078717,0.587885,0,0,0,0,0.602307,0.93907,0,0.021622,0.517422,0.907072,0.724638,0,0,0,0.994757,0.999407,-0.25,0,0,0,0,0,0,0.842105,0.903921,0.843772,-0.25,0.208696,0.60262,0.842105,0,0.169811,0.558935,0,0,0,0,0.813559,0.354486,0,0,0.441899,0.229186,0,0,0,0,0.806324,0,0,0,0,0,0,0,-0.25,-0.25,0.775862,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.8,0.815275,0.88149,0,0,0,-0.25,-0.25,-0.25,-0.25,0.845878,0.855908,0.770946,0,0,0,-0.25,-0.25,-0.25,-0.25,0.71599,0.050898,0,0,0,0,0,-0.25,-0.25,-0.25,0.770642,0,0,0,0,0,0,0,-0.25,-0.25,0.854578,0,0.2816,0,0,0,0,0,0,0,0.493506,0,0,0,0.048452,0.948629,0,0.895313,0,0,0.68883,0,0.068376,0,0,0.295181,0.062992,0.924938,0.983939,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0.998703,0.992972,0,0,0,-0.25,-0.25,0,0.999237,0.996811,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,28.867152
68,0.183486,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.241935,0.073227,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.452221,0.186846,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.022857,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.488136,0,0,0,0,0,0,0,0,0,0.995822,0.536842,0,0,0,0,0,0,0,0,0.917757,0.842648,0.193159,0,0,0,0,0,0,0,0.25431,0.939664,0.036117,0,0,0,0,0,0,0,0.021622,0.910314,0.431206,0,0,0,0,0,0,0,0.214634,0.753394,0,0,0,0,0,0,0,0,0.459649,0.810737,0,0,0,0,0,-0.25,-0.25,-0.25,0.803063,0.897558,0.237037,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.565517,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.388679,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.418868,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.619938,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.727494,0,0,0,0,0,0,0,0,0,0.418868,0,0,0,0,0,0,0,0,0,0.185567,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.988317,0.990658,0,-0.25,-0.25,-0.25,-0.25,0,0.997276,0.998466,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.887183
69,0,0,0.741194,0.046642,0.752262,0.23235,0,0,0,-0.25,0,0,0.571089,0.866667,0.53375,0.507772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.884615,0.922781,0.773805,0,0,0,0,0,0,0,0.949262,0.991815,0.835922,0,0,0,0,-0.25,0,0,0.634469,0.62887,0.537519,0,0,0,0,-0.25,0,0,0.723982,0.590636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.024558,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.047348,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.336547,0.336022,0,0,0,0,0,0,0,0,0.72145,0.764012,0.669911,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0.880867,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.994561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.766393
